USDA,Scientific Name,Root,Web
ELVI3,Elymus virginicus,IzelPlants.com,https://www.izelplants.com/elymus-virginicus-virginia-wildrye/
ERSP,Eragrostis spectabilis,IzelPlants.com,https://www.izelplants.com/eragrostis-spectabilis-purple-lovegrass/
ERAQ,Eryngium aquaticum,IzelPlants.com,https://www.izelplants.com/eryngium-aquaticum-rattlesnakemaster/
ERYU,Eryngium yuccifolium,IzelPlants.com,https://www.izelplants.com/eryngium-yuccifolium-button-eryngo/
EUPE3,Eupatorium perfoliatum,IzelPlants.com,https://www.izelplants.com/eupatorium-perfoliatum-common-boneset/
EUDI16,Eurybia divaricata,IzelPlants.com,https://www.izelplants.com/eurybia-divaricata-white-wood-aster/
EUGR5,Euthamia graminifolia,IzelPlants.com,https://www.izelplants.com/euthamia-graminifolia-flat-top-goldentop/
EUFI14,Eutrochium fistulosum,IzelPlants.com,https://www.izelplants.com/eutrochium-fistulosum-hollow-joe-pye-weed/
FRVI,Fragaria virginiana,IzelPlants.com,https://www.izelplants.com/fragaria-virginiana-wild-strawberry/
GEMA,Geranium maculatum,IzelPlants.com,https://www.izelplants.com/geranium-maculatum-spotted-geranium/
GLST,Glyceria striata,IzelPlants.com,https://www.izelplants.com/glyceria-striata-fowl-mannagrass/
HEAU,Helenium autumnale,IzelPlants.com,https://www.izelplants.com/helenium-autumnale-common-sneezeweed/
HIMO,Hibiscus moscheutos,IzelPlants.com,https://www.izelplants.com/hibiscus-moscheutos-crimsoneyed-rosemallow/
IRFU,Iris fulva,IzelPlants.com,https://www.izelplants.com/iris-fulva-copper-iris/
JUDU2,Juncus dudleyi,IzelPlants.com,https://www.izelplants.com/juncus-dudleyi-dudley-s-rush/
JUEF,Juncus effusus,IzelPlants.com,https://www.izelplants.com/juncus-effusus-soft-rush/
JUTE,Juncus tenuis,IzelPlants.com,https://www.izelplants.com/juncus-tenuis-poverty-rush/
JUAM,Justicia americana,IzelPlants.com,https://www.izelplants.com/justicia-americana-american-water-willow/
LISP,Liatris spicata,IzelPlants.com,https://www.izelplants.com/liatris-spicata-dense-blazing-star/
LOCA2,Lobelia cardinalis,IzelPlants.com,https://www.izelplants.com/lobelia-cardinalis-cardinal-flower/
LOSI,Lobelia siphilitica,IzelPlants.com,https://www.izelplants.com/lobelia-siphilitica-great-blue-lobelia/
LOSE,Lonicera sempervirens,IzelPlants.com,https://www.izelplants.com/lonicera-sempervirens-trumpet-honeysuckle/
LYAM,Lycopus americanus,IzelPlants.com,https://www.izelplants.com/lycopus-americanus-american-water-horehound/
LYAL4,Lythrum alatum,IzelPlants.com,https://www.izelplants.com/lythrum-alatum/
MEVI3,Mertensia virginica,IzelPlants.com,https://www.izelplants.com/mertensia-virginica-virginia-bluebells/
MIRI,Mimulus ringens,IzelPlants.com,https://www.izelplants.com/mimulus-ringens-allegheny-monkeyflower/
MOBR2,Monarda bradburiana,IzelPlants.com,https://www.izelplants.com/monarda-bradburiana-eastern-beebalm/
MOFI,Monarda fistulosa,IzelPlants.com,https://www.izelplants.com/monarda-fistulosa-wild-bergamot/
MOPU,Monarda punctata,IzelPlants.com,https://www.izelplants.com/monarda-punctata-spotted-beebalm/
MUCA2,Muhlenbergia capillaris,IzelPlants.com,https://www.izelplants.com/muhlenbergia-capillaris-hairawn-muhly/
OESP2,Oenothera speciosa,IzelPlants.com,https://www.izelplants.com/oenothera-speciosa-pinkladies/
OLRI,Oligoneuron rigidum,IzelPlants.com,https://www.izelplants.com/oligoneuron-rigidum-stiff-goldenrod/
OPHU,Opuntia humifusa,IzelPlants.com,https://www.izelplants.com/opuntia-humifusa-devil-s-tongue/
OSCL2,Osmunda claytoniana,IzelPlants.com,https://www.izelplants.com/osmunda-claytoniana-interrupted-fern/
PAAU3,Packera aurea,IzelPlants.com,https://www.izelplants.com/packera-aurea-golden-ragwort/
PAVI2,Panicum virgatum,IzelPlants.com,https://www.izelplants.com/panicum-virgatum-switchgrass/
PEVI,Peltandra virginica,IzelPlants.com,https://www.izelplants.com/peltandra-virginica-green-arrow-arum/
PECA7,Penstemon calycosus,IzelPlants.com,https://www.izelplants.com/penstemon-calycosus-longsepal-beardtongue/
PEDI,Penstemon digitalis,IzelPlants.com,https://www.izelplants.com/penstemon-digitalis-foxglove-beardtongue/
PEPA7,Penstemon pallidus,IzelPlants.com,https://www.izelplants.com/penstemon-pallidus-pale-beardtongue/
PHVI8,Physostegia virginiana,IzelPlants.com,https://www.izelplants.com/physostegia-virginiana-obedient-plant/
PORE2,Polemonium reptans,IzelPlants.com,https://www.izelplants.com/polemonium-reptans-jacob-s-ladder/
POAC4,Polystichum acrostichoides,IzelPlants.com,https://www.izelplants.com/polystichum-acrostichoides-christmas-fern/
PYFL,Pycnanthemum flexuosum,IzelPlants.com,https://www.izelplants.com/pycnanthemum-flexuosum-appalachian-mountainmint/
PYMU,Pycnanthemum muticum,IzelPlants.com,https://www.izelplants.com/pycnanthemum-muticum-clustered-mountainmint/
PYTE,Pycnanthemum tenuifolium,IzelPlants.com,https://www.izelplants.com/pycnanthemum-tenuifolium-narrowleaf-mountainmint/
RAPI,Ratibida pinnata,IzelPlants.com,https://www.izelplants.com/ratibida-pinnata-pinnate-prairie-coneflower/
RULA3,Rudbeckia laciniata,IzelPlants.com,https://www.izelplants.com/rudbeckia-laciniata-cutleaf-coneflower/
RUTR2,Rudbeckia triloba,IzelPlants.com,https://www.izelplants.com/rudbeckia-triloba-browneyed-susan/
SACE,Saururus cernuus,IzelPlants.com,https://www.izelplants.com/saururus-cernuus-lizard-s-tail/
SCSC,Schizachyrium scoparium,IzelPlants.com,https://www.izelplants.com/schizachyrium-scoparium-little-bluestem/
SCPU10,Schoenoplectus pungens,IzelPlants.com,https://www.izelplants.com/schoenoplectus-pungens-common-threesquare/
SCTA2,Schoenoplectus tabernaemontani,IzelPlants.com,https://www.izelplants.com/schoenoplectus-tabernaemontani-softstem-bulrush/
SCAT2,Scirpus atrovirens,IzelPlants.com,https://www.izelplants.com/scirpus-atrovirens-green-bulrush/
SCCY,Scirpus cyperinus,IzelPlants.com,https://www.izelplants.com/scirpus-cyperinus-woolgrass/
SCPE4,Scirpus pendulus,IzelPlants.com,https://www.izelplants.com/scirpus-pendulus-rufous-bulrush/
SCMA2,Scrophularia marilandica,IzelPlants.com,https://www.izelplants.com/scrophularia-marilandica-carpenter-s-square/
SCIN,Scutellaria incana,IzelPlants.com,https://www.izelplants.com/scutellaria-incana-hoary-skullcap/
SETE3,Sedum ternatum,IzelPlants.com,https://www.izelplants.com/sedum-ternatum-woodland-stonecrop/
SIST,Silene stellata,IzelPlants.com,https://www.izelplants.com/silene-stellata-widowsfrill/
SILA3,Silphium laciniatum,IzelPlants.com,https://www.izelplants.com/silphium-laciniatum-compassplant/
SIPE2,Silphium perfoliatum,IzelPlants.com,https://www.izelplants.com/silphium-perfoliatum-cup-plant/
SOBI,Solidago bicolor,IzelPlants.com,https://www.izelplants.com/solidago-bicolor-white-goldenrod/
SOCA4,Solidago caesia,IzelPlants.com,https://www.izelplants.com/solidago-caesia-wreath-goldenrod/
SOFL2,Solidago flexicaulis,IzelPlants.com,https://www.izelplants.com/solidago-flexicaulis-zigzag-goldenrod/
SONE,Solidago nemoralis,IzelPlants.com,https://www.izelplants.com/solidago-nemoralis-gray-goldenrod/
SORU2,Solidago rugosa,IzelPlants.com,https://www.izelplants.com/solidago-rugosa-wrinkleleaf-goldenrod/
SOUL2,Solidago ulmifolia,IzelPlants.com,https://www.izelplants.com/solidago-ulmifolia-elmleaf-goldenrod/
SONU2,Sorghastrum nutans,IzelPlants.com,https://www.izelplants.com/sorghastrum-nutans-indiangrass/
SYCO4,Symphyotrichum cordifolium,IzelPlants.com,https://www.izelplants.com/symphyotrichum-cordifolium-common-blue-wood-aster/
SYDR,Symphyotrichum drummondii,IzelPlants.com,https://www.izelplants.com/symphyotrichum-drummondii-drummond-s-aster/
SYLA3,Symphyotrichum laeve,IzelPlants.com,https://www.izelplants.com/symphyotrichum-laeve-smooth-blue-aster/
SYNO2,Symphyotrichum novae-angliae,IzelPlants.com,https://www.izelplants.com/symphyotrichum-novae-angliae-new-england-aster/
SYOB,Symphyotrichum oblongifolium,IzelPlants.com,https://www.izelplants.com/symphyotrichum-oblongifolium-aromatic-aster/
SYOO,Symphyotrichum oolentangiense,IzelPlants.com,https://www.izelplants.com/symphyotrichum-oolentangiense-skyblue-aster/
TAIN,Taenidia integerrima,IzelPlants.com,https://www.izelplants.com/taenidia-integerrima-yellow-pimpernel/
THVI,Thermopsis villosa,IzelPlants.com,https://www.izelplants.com/thermopsis-villosa-aaron-s-rod/
TICO,Tiarella cordifolia,IzelPlants.com,https://www.izelplants.com/tiarella-cordifolia-heartleaf-foamflower/
TROH,Tradescantia ohiensis,IzelPlants.com,https://www.izelplants.com/tradescantia-ohiensis-bluejacket/
TRPE4,Triodanis perfoliata,IzelPlants.com,https://www.izelplants.com/triodanis-perfoliata-clasping-venus-looking-glass/
TYLA,Typha latifolia,IzelPlants.com,https://www.izelplants.com/typha-latifolia-broadleaf-cattail/
VEHA2,Verbena hastata,IzelPlants.com,https://www.izelplants.com/verbena-hastata-swamp-verbena/
VEST,Verbena stricta,IzelPlants.com,https://www.izelplants.com/verbena-stricta-hoary-verbena/
VEMI2,Vernonia missurica,IzelPlants.com,https://www.izelplants.com/vernonia-missurica-missouri-ironweed/
VEVI4,Veronicastrum virginicum,IzelPlants.com,https://www.izelplants.com/veronicastrum-virginicum-culver-s-root/
ZIAU,Zizia aurea,IzelPlants.com,https://www.izelplants.com/zizia-aurea-golden-zizia/
ACNE2,Acer negundo,MidAtlanticNatives.com,https://midatlanticnatives.com/product/bare-root-acer-negundo-wholesale-native-trees-for-sale/
ACNE2,Acer negundo,MidAtlanticNatives.com,https://midatlanticnatives.com/product/acer-negundo-box-elder-maple-2-3-wholesale-native-bare-root-trees/
ACRU,Acer rubrum,MidAtlanticNatives.com,https://midatlanticnatives.com/product/wholesale-bare-root-maples-native-acer-rubrum-for-sale/
ACRU,Acer rubrum,MidAtlanticNatives.com,https://midatlanticnatives.com/product/native-red-maple-trees-wholesale-fast-growing/
ACRU,Acer rubrum,MidAtlanticNatives.com,https://midatlanticnatives.com/product/acer-rubrum-red-maple-2-3ft-wholesale-native-bare-root-trees/
ACSA2,Acer saccharinum,MidAtlanticNatives.com,https://midatlanticnatives.com/product/acer-saccharinum-silver-maple-wholesale-native-bare-root-trees/
ACSA2,Acer saccharinum,MidAtlanticNatives.com,https://midatlanticnatives.com/product/acer-saccharinum-wholesale-native-bare-root-trees/
ACSA2,Acer saccharinum,MidAtlanticNatives.com,https://midatlanticnatives.com/product/acer-saccharinum-silver-maple-wholesale-native-bare-root-trees-2/
ACSA3,Acer saccharum,MidAtlanticNatives.com,https://midatlanticnatives.com/product/acer-saccharum-sugar-maple-12-18-wholesale-native-bare-root-trees/
ACSA3,Acer saccharum,MidAtlanticNatives.com,https://midatlanticnatives.com/product/tree-seedlings-for-sale/
ACPA,Actaea pachypoda,MidAtlanticNatives.com,https://midatlanticnatives.com/product/actaea-pachypoda-dolls-eyes/
ACRA7,Actaea racemosa,MidAtlanticNatives.com,https://midatlanticnatives.com/product/actaea-racemosa-black-bugbane/
ADPE,Adiantum pedatum,MidAtlanticNatives.com,https://midatlanticnatives.com/product/wholesale-native-maidenhair-ferns/
ASCA,Asarum canadense,MidAtlanticNatives.com,https://midatlanticnatives.com/product/asarum-canadense-wild-ginger/
ASTR,Asimina triloba,MidAtlanticNatives.com,https://midatlanticnatives.com/product/asimina-triloba-paw-paw-12-18-native-bare-root-fruit-trees/
ATFI,Athyrium filix-femina,MidAtlanticNatives.com,https://midatlanticnatives.com/product/athyrium-filix-femina-southern-lady-fern/
BENI,Betula nigra,MidAtlanticNatives.com,https://midatlanticnatives.com/product/river-birch-trees-for-sale/
BENI,Betula nigra,MidAtlanticNatives.com,https://midatlanticnatives.com/product/wholesale-river-birch-trees/
CAFL22,Calycanthus floridus,MidAtlanticNatives.com,https://midatlanticnatives.com/product/calycanthus-floridus-sweetshrub-native-bare-root-shrubs/
CAFL22,Calycanthus floridus,MidAtlanticNatives.com,https://midatlanticnatives.com/product/calycanthus-floridus-wholesale-native-bare-root-shrubs-2/
CAFL22,Calycanthus floridus,MidAtlanticNatives.com,https://midatlanticnatives.com/product/calycanthus-floridus-wholesale-native-bare-root-shrubs/
CARA2,Campsis radicans,MidAtlanticNatives.com,https://midatlanticnatives.com/product/campsis-radicans-trumpet-creeper-native-bare-root-perennials/
CAPL4,Carex plantaginea,MidAtlanticNatives.com,https://midatlanticnatives.com/product/carex-plantaginea-plantainleaf-sedge-wholesale-native-bare-root-perennial-grass/
CAPL5,Carex platyphylla,MidAtlanticNatives.com,https://midatlanticnatives.com/product/carex-platyphylla-broadleaf-sedge-wholesale-native-bare-root-perennial-grass/
CACA18,Carpinus caroliniana,MidAtlanticNatives.com,https://midatlanticnatives.com/product/american-hornbeam-carpinus-caroliniana-native-tree-farm/
CACA18,Carpinus caroliniana,MidAtlanticNatives.com,https://midatlanticnatives.com/product/hornbeam-ironwood-trees-for-sale/
CEOC,Celtis occidentalis,MidAtlanticNatives.com,https://midatlanticnatives.com/product/hackberry-trees-for-sale/
CEOC,Celtis occidentalis,MidAtlanticNatives.com,https://midatlanticnatives.com/product/native-celtis-occidentalis-hackberry/
CEOC2,Cephalanthus occidentalis,MidAtlanticNatives.com,https://midatlanticnatives.com/product/cephalanthus-occidentalis-wholesale-native-bare-root-shrubs/
CEOC2,Cephalanthus occidentalis,MidAtlanticNatives.com,https://midatlanticnatives.com/product/native-bare-root-shrubs-for-sale-calycanthus-floridus-sweetshrub-2/
CEOC2,Cephalanthus occidentalis,MidAtlanticNatives.com,https://midatlanticnatives.com/product/cephalanthus-occidentalis-wholesale-native-bare-root-shrubs-2/
CECA4,Cercis canadensis,MidAtlanticNatives.com,https://midatlanticnatives.com/product/wholesale-native-redbud-trees/
CECA4,Cercis canadensis,MidAtlanticNatives.com,https://midatlanticnatives.com/product/native-redbud-trees-wholesale/
CHVI3,Chionanthus virginicus,MidAtlanticNatives.com,https://midatlanticnatives.com/product/chionanthus-virginicus-virginia-fringetree-old-mans-beard-sweetheart-tree-12-18/
CHMA14,Chrysopsis mariana,MidAtlanticNatives.com,https://midatlanticnatives.com/product/chrysopsis-mariana-maryland-golden-aster-wholesale-native-bare-root-perennials/
COAM2,Cornus amomum,MidAtlanticNatives.com,https://midatlanticnatives.com/product/cornus-amomum-wholesale-native-bare-root-shrubs/
COAM2,Cornus amomum,MidAtlanticNatives.com,https://midatlanticnatives.com/product/cornus-amomum-wholesale-native-bare-root-shrubs-2/
COAM2,Cornus amomum,MidAtlanticNatives.com,https://midatlanticnatives.com/product/cornus-amomum-silky-dogwood-wholesale-native-bare-root-shrubs/
COFL2,Cornus florida,MidAtlanticNatives.com,https://midatlanticnatives.com/product/wholesale-flowering-white-dogwood/
COAM3,Corylus americana,MidAtlanticNatives.com,https://midatlanticnatives.com/product/corylus-americana-wholesale-native-bare-root-shrubs/
COAM3,Corylus americana,MidAtlanticNatives.com,https://midatlanticnatives.com/product/corylus-americana-wholesale-native-bare-root-shrubs-2/
COAM3,Corylus americana,MidAtlanticNatives.com,https://midatlanticnatives.com/product/corylus-americana-hazelnut-wholesale-native-bare-root-shrubs/
DETR,Delphinium tricorne,MidAtlanticNatives.com,https://midatlanticnatives.com/product/delphinium-tricorne-dwarf-larkspur/
DEPU2,Dennstaedtia punctilobula,MidAtlanticNatives.com,https://midatlanticnatives.com/product/dennstaedtia-punctilobula-hay-scented-fern/
DICU,Dicentra cucullaria,MidAtlanticNatives.com,https://midatlanticnatives.com/product/dicentra-cucullaria-duthcmans-breeches/
DIVI5,Diospyros virginiana,MidAtlanticNatives.com,https://midatlanticnatives.com/product/bare-root-persimmon-trees-sep-native-fruit-trees-for-sale-sep-on-stock/
DIPY,Diplazium pycnocarpon,MidAtlanticNatives.com,https://midatlanticnatives.com/product/diplazium-pycnocarpon-glade-fern/
DRMA4,Dryopteris marginalis,MidAtlanticNatives.com,https://midatlanticnatives.com/product/dryopteris-marginalis-evergreen-wood-fern-native-bare-root-ferns/
EPRE2,Epigaea repens,MidAtlanticNatives.com,https://midatlanticnatives.com/product/epigaea-repens-trailing-arbutus-wholesale-native-bare-root-perennials/
ERAM5,Erythronium americanum,MidAtlanticNatives.com,https://midatlanticnatives.com/product/erythronium-americanum-trout-lily/
FAGR,Fagus grandifolia,MidAtlanticNatives.com,https://midatlanticnatives.com/product/fagus-grandifolia-american-beech-wholesale-native-bare-root-trees/
FRVI,Fragaria virginiana,MidAtlanticNatives.com,https://midatlanticnatives.com/product/fragaria-virginiana-virginia-strawberry-wholesale-native-bare-root-perennials/
GEMA,Geranium maculatum,MidAtlanticNatives.com,https://midatlanticnatives.com/product/geranium-maculatum-wild-geranium/
HENO2,Hepatica nobilis,MidAtlanticNatives.com,https://midatlanticnatives.com/product/hepatica-nobilis-acuta-sharp-lobed-hepatica/
HEAR6,Hexastylis arifolia,MidAtlanticNatives.com,https://midatlanticnatives.com/product/hexastylis-arifolia-little-brown-jug-native-bare-root-perennial/
IRCR,Iris cristata,MidAtlanticNatives.com,https://midatlanticnatives.com/product/iris-cristata-dwarf-crested-iris/
LIBE3,Lindera benzoin,MidAtlanticNatives.com,https://midatlanticnatives.com/product/lindera-benzoin-spicebush-wholesale-native-bare-root-shrubs/
LIBE3,Lindera benzoin,MidAtlanticNatives.com,https://midatlanticnatives.com/product/lindera-benzoin-wholesale-native-bare-root-shrubs/
LIST2,Liquidambar styraciflua,MidAtlanticNatives.com,https://midatlanticnatives.com/product/sweet-gum-trees-for-sale/
LITU,Liriodendron tulipifera,MidAtlanticNatives.com,https://midatlanticnatives.com/product/wholesale-tulip-poplar-trees/
LITU,Liriodendron tulipifera,MidAtlanticNatives.com,https://midatlanticnatives.com/product/liriodendron-tulipifera-tulip-poplar-2-3ft-wholesale-bare-root-native-trees/
LITU,Liriodendron tulipifera,MidAtlanticNatives.com,https://midatlanticnatives.com/product/bare-root-tulip-poplar/
LOCA2,Lobelia cardinalis,MidAtlanticNatives.com,https://midatlanticnatives.com/product/lobelia-cardinalis-red-cardinal-flower-wholesale-native-bare-root-perennials/
MEVI3,Mertensia virginica,MidAtlanticNatives.com,https://midatlanticnatives.com/product/mertensia-virginica-virginia-bluebells/
MIRE,Mitchella repens,MidAtlanticNatives.com,https://midatlanticnatives.com/product/mitchella-repens-partirdgeberry/
NYSY,Nyssa sylvatica,MidAtlanticNatives.com,https://midatlanticnatives.com/product/nyssa-sylvatica-black-gum-12-18-wholesale-bare-root-native-trees/
NYSY,Nyssa sylvatica,MidAtlanticNatives.com,https://midatlanticnatives.com/product/wholesale-black-gum-trees/
NYSY,Nyssa sylvatica,MidAtlanticNatives.com,https://midatlanticnatives.com/product/nyssa-sylvatica-black-gum-wholesale-native-bare-root-trees/
ONSE,Onoclea sensibilis,MidAtlanticNatives.com,https://midatlanticnatives.com/product/onoclea-sensibilis-sensitive-fern/
OSCL,Osmorhiza claytonii,MidAtlanticNatives.com,https://midatlanticnatives.com/product/osmorhiza-claytonii-sweet-cicely-wholesale-native-bare-root-perennials/
OSCI,Osmunda cinnamomea,MidAtlanticNatives.com,https://midatlanticnatives.com/product/osmunda-cinnamomea-cinnamon-fern/
OSRE,Osmunda regalis,MidAtlanticNatives.com,https://midatlanticnatives.com/product/osmunda-regalis-royal-fern/
PHPA9,Phlox paniculata,MidAtlanticNatives.com,https://midatlanticnatives.com/product/phlox-paniculata-fragrant-tall-summer-phlox/
PLOC,Platanus occidentalis,MidAtlanticNatives.com,https://midatlanticnatives.com/product/platanus-occidentalis-sycamore-bare-root-native-trees/
PLOC,Platanus occidentalis,MidAtlanticNatives.com,https://midatlanticnatives.com/product/platanus-occidentalis-wholesale-native-bare-root-trees/
POPE,Podophyllum peltatum,MidAtlanticNatives.com,https://midatlanticnatives.com/product/podophyllum-peltatum-mayapple/
POAC4,Polystichum acrostichoides,MidAtlanticNatives.com,https://midatlanticnatives.com/product/polystichum-acrostichoides-christmas-fern/
PTAQ,Pteridium aquilinum,MidAtlanticNatives.com,https://midatlanticnatives.com/product/pteridium-aquilinum-bracken-fern/
QUAL,Quercus alba,MidAtlanticNatives.com,https://midatlanticnatives.com/product/wholesale-native-white-oak/
QUAL,Quercus alba,MidAtlanticNatives.com,https://midatlanticnatives.com/product/quercus-alba-white-oak-18-24-wholesale-native-oak-trees-bare-root/
QUCO2,Quercus coccinea,MidAtlanticNatives.com,https://midatlanticnatives.com/product/scarlett-oaks-for-sale/
QUNI,Quercus nigra,MidAtlanticNatives.com,https://midatlanticnatives.com/product/water-oaks-for-sale/
QUPH,Quercus phellos,MidAtlanticNatives.com,https://midatlanticnatives.com/product/willow-oaks-for-sale/
QURU,Quercus rubra,MidAtlanticNatives.com,https://midatlanticnatives.com/product/wholesale-native-red-oaks/
QURU,Quercus rubra,MidAtlanticNatives.com,https://midatlanticnatives.com/product/red-oaks-for-sale/
QUSH,Quercus shumardii,MidAtlanticNatives.com,https://midatlanticnatives.com/product/shumard-oaks-for-sale/
QUSH,Quercus shumardii,MidAtlanticNatives.com,https://midatlanticnatives.com/product/shumard-oaks-bare-root/
RAHI,Ranunculus hispidus,MidAtlanticNatives.com,https://midatlanticnatives.com/product/ranunculus-hispidus-hispid-buttercup/
RHGL,Rhus glabra,MidAtlanticNatives.com,https://midatlanticnatives.com/product/rhus-glabra-wholesale-native-bare-root-shrubs/
ROPS,Robinia pseudoacacia,MidAtlanticNatives.com,https://midatlanticnatives.com/product/robinia-pseudoacacia-black-locust-18-24-native-bare-root-trees/
ROPS,Robinia pseudoacacia,MidAtlanticNatives.com,https://midatlanticnatives.com/product/black-locust-for-sale/
ROPS,Robinia pseudoacacia,MidAtlanticNatives.com,https://midatlanticnatives.com/product/black-locust-bare-root/
SANI,Salix nigra,MidAtlanticNatives.com,https://midatlanticnatives.com/product/black-willow-trees-for-sale/
SANI,Salix nigra,MidAtlanticNatives.com,https://midatlanticnatives.com/product/salix-nigra-black-willow-2-3ft-native-bare-root-trees/
SANI4,Sambucus nigra,MidAtlanticNatives.com,https://midatlanticnatives.com/product/sambucus-nigra-wholesale-bare-root-native-shrubs/
SANI4,Sambucus nigra,MidAtlanticNatives.com,https://midatlanticnatives.com/product/sambucus-nigra-wholesale-native-bare-root-shrubs/
SACA13,Sanguinaria canadensis,MidAtlanticNatives.com,https://midatlanticnatives.com/product/sanguinaria-canadensis-bloodroot/
SCOV,Scutellaria ovata,MidAtlanticNatives.com,https://midatlanticnatives.com/product/scutellaria-ovata-heartleaf-skullcap-wholesale-native-bare-root-perennials/
SIAN3,Sisyrinchium angustifolium,MidAtlanticNatives.com,https://midatlanticnatives.com/product/sale-sisyrinchium-angustifolium-native-plant-sale-native-bare-root-plants/
SPMA3,Spigelia marilandica,MidAtlanticNatives.com,https://midatlanticnatives.com/product/spigelia-marilandica-indian-pinks-native-bare-root-perennial-wildflower/
SYCO4,Symphyotrichum cordifolium,MidAtlanticNatives.com,https://midatlanticnatives.com/product/symphyotrichum-cordifolium-blue-wood-aster-wholesale-native-bare-root-perennials/
TADI2,Taxodium distichum,MidAtlanticNatives.com,https://midatlanticnatives.com/product/bald-cypress-trees-for-sale/
TADI2,Taxodium distichum,MidAtlanticNatives.com,https://midatlanticnatives.com/product/bald-cypress-bare-root/
THNO,Thelypteris noveboracensis,MidAtlanticNatives.com,https://midatlanticnatives.com/product/thelypteris-noveboracensis-new-york-fern/
TIDI,Tipularia discolor,MidAtlanticNatives.com,https://midatlanticnatives.com/product/tipularia-discolor-crippled-cranefly-wholesale-native-bare-root-perennials/
TRCU,Trillium cuneatum,MidAtlanticNatives.com,https://midatlanticnatives.com/product/trillium-cuneatum-little-sweet-betsy-wholesale-native-bare-root-perennials/
TRLU3,Trillium luteum,MidAtlanticNatives.com,https://midatlanticnatives.com/product/trillium-luteum-yellow-trillium/
TRSE2,Trillium sessile,MidAtlanticNatives.com,https://midatlanticnatives.com/product/trillium-sessile-toadshade/
UVGR,Uvularia grandiflora,MidAtlanticNatives.com,https://midatlanticnatives.com/product/uvularia-grandiflora-large-flower-bellwort/
UVSE,Uvularia sessilifolia,MidAtlanticNatives.com,https://midatlanticnatives.com/product/uvularia-sessilifolia-sessile-leaf-bellwort-native-bare-root-perennial/
VIDE,Viburnum dentatum,MidAtlanticNatives.com,https://midatlanticnatives.com/product/viburnum-dentatum-wholesale-native-bare-root-shrub/
VIDE,Viburnum dentatum,MidAtlanticNatives.com,https://midatlanticnatives.com/product/viburnum-dentatum-wholesale-native-bare-root-shrubs/
VIDE,Viburnum dentatum,MidAtlanticNatives.com,https://midatlanticnatives.com/product/viburnum-dentatum-wholesale-native-bare-root-shrub-2/
VISO,Viola sororia,MidAtlanticNatives.com,https://midatlanticnatives.com/product/viola-sororia-common-blue-violet/
XASI,Xanthorhiza simplicissima,MidAtlanticNatives.com,https://midatlanticnatives.com/product/xanthorhiza-simplicissima-yellow-root-wholesale-native-bare-root-perennials/
AMTA2,Amsonia tabernaemontana,https://petalsfromthepast.com/,https://petalsfromthepast.com/product/amsonia-tabernaemontana/
PHSU3,Phlox subulata,https://petalsfromthepast.com/,https://petalsfromthepast.com/product/phlox-subulata-red/
ACMI2,Achillea millefolium,PlantMoreNatives.com,https://www.plantmorenatives.com/store/p618/achillea_millefolium.html
ADPE,Adiantum pedatum,PlantMoreNatives.com,https://www.plantmorenatives.com/store/p307/adiantum_pedatum.html
AMTA2,Amsonia tabernaemontana,PlantMoreNatives.com,https://www.plantmorenatives.com/store/p9/amsonia_tabernaemontana.html
AQCA,Aquilegia canadensis,PlantMoreNatives.com,https://www.plantmorenatives.com/store/p211/aquilegia_canadensis.html
ARDI8,Aruncus dioicus,PlantMoreNatives.com,https://www.plantmorenatives.com/store/p300/aruncus_dioicus.html
ASIN,Asclepias incarnata,PlantMoreNatives.com,https://www.plantmorenatives.com/store/p87/asclepias_incarnata.html
ASTU,Asclepias tuberosa,PlantMoreNatives.com,https://www.plantmorenatives.com/store/p722/asclepias_tuberosa.html
BAAL,Baptisia alba,PlantMoreNatives.com,https://www.plantmorenatives.com/store/p222/baptisia_alba.html
BAAU,Baptisia australis,PlantMoreNatives.com,https://www.plantmorenatives.com/store/p8/baptisia_australis.html
CAFL3,Carex flaccosperma,PlantMoreNatives.com,https://www.plantmorenatives.com/store/p403/carex_flaccosperma.html
CAPE6,Carex pensylvanica,PlantMoreNatives.com,https://www.plantmorenatives.com/store/p91/carex_pensylvanica.html
CAPL4,Carex plantaginea,PlantMoreNatives.com,https://www.plantmorenatives.com/store/p93/carex_plantaginea.html
CAST8,Carex stricta,PlantMoreNatives.com,https://www.plantmorenatives.com/store/p487/carex_stricta.html
CHLA5,Chasmanthium latifolium,PlantMoreNatives.com,https://www.plantmorenatives.com/store/p13/chasmanthium_latifolium.html
CHGL2,Chelone glabra,PlantMoreNatives.com,https://www.plantmorenatives.com/store/p88/chelone_glabra.html
CHLY2,Chelone lyonii,PlantMoreNatives.com,https://www.plantmorenatives.com/store/p5/chelone_lyonii_hot_lips.html
CHOB3,Chelone obliqua,PlantMoreNatives.com,https://www.plantmorenatives.com/store/p361/chelone_obliqua_alba.html
CHVI5,Chrysogonum virginianum,PlantMoreNatives.com,https://www.plantmorenatives.com/store/p94/chrysogonum_virginianum_pierre.html
COCO13,Conoclinium coelestinum,PlantMoreNatives.com,https://www.plantmorenatives.com/store/p234/conoclinium_coelestinum.html
COAU,Coreopsis auriculata,PlantMoreNatives.com,https://www.plantmorenatives.com/store/p96/coreopsis_auriculata_nana.html
